month,day,hour,AirTemp,DewPoint,WindDir,WindSpd,SkyCond,Precip1Hr
1,2,17,1.77,-4.11,176.0,3.96,3.5,0.3
1,2,18,2.54,-3.8200000000000003,179.0,3.91,3.0,
1,2,19,2.8400000000000003,-3.3600000000000003,181.0,3.9200000000000004,4.428571428571429,0.3
1,2,20,3.0,-3.5200000000000005,212.0,4.53,2.7142857142857144,
1,2,21,2.2800000000000002,-3.53,218.0,4.32,2.857142857142857,0.3
1,2,22,1.69,-3.4799999999999995,209.0,3.7400000000000007,2.5,0.3
1,2,23,1.0,-3.9199999999999995,205.0,4.0200000000000005,2.5,0.3
1,3,0,0.3900000000000001,-3.37,171.0,3.15,3.857142857142857,
1,3,1,-0.27999999999999997,-3.2600000000000002,149.0,2.9200000000000004,3.4285714285714284,2.3000000000000003
1,3,2,-0.45999999999999985,-3.6700000000000004,146.0,3.1900000000000004,3.8333333333333335,0.3
1,3,3,-0.8099999999999998,-4.3100000000000005,151.0,4.32,2.6666666666666665,2.0
1,3,4,-1.5599999999999998,-4.43,138.0,3.4,3.4285714285714284,1.15
1,3,5,-2.2,-5.32,194.0,4.36,4.0,
1,3,6,-1.333333333333333,-3.866666666666667,148.88888888888889,3.988888888888889,4.0,1.3
1,3,7,-2.59,-4.84,184.0,3.66,4.6,0.5
1,3,8,-2.84,-4.92,148.0,4.930000000000001,3.8333333333333335,2.8000000000000003
1,3,9,-2.95,-4.95,102.0,2.73,4.5,0.9
1,3,10,-3.0300000000000002,-5.0200000000000005,162.0,3.3300000000000005,4.0,0.3
1,3,11,-2.5799999999999996,-4.65,183.0,3.8600000000000003,4.666666666666667,0.3
1,3,12,-2.26,-4.46,219.0,4.4799999999999995,5.142857142857143,
1,3,13,-2.1499999999999995,-4.6,209.0,3.55,4.0,
1,3,14,-1.75,-4.36,206.0,3.5900000000000007,4.428571428571429,
1,3,15,-0.9500000000000002,-4.44,232.0,3.96,4.0,
1,3,16,-0.31999999999999995,-4.45,237.0,4.540000000000001,3.857142857142857,
1,3,17,0.13000000000000006,-4.6,231.0,4.680000000000001,3.5,1.0
1,3,18,0.7699999999999999,-5.000000000000001,221.0,4.930000000000001,3.3333333333333335,1.15
1,3,19,1.38,-5.17,239.0,4.79,2.0,0.3
1,3,20,1.73,-4.95,271.0,4.99,2.0,0.8
1,3,21,1.77,-4.68,222.0,4.470000000000001,1.0,0.8
1,3,22,1.5000000000000002,-4.31,231.0,3.9,1.875,1.5
1,3,23,1.09,-4.17,258.0,4.33,1.375,
1,4,0,0.72,-4.01,265.0,4.28,1.3333333333333333,0.3
1,4,1,0.3000000000000001,-3.81,198.0,3.3,1.875,0.3
1,4,2,-0.2,-3.78,196.0,3.8200000000000003,1.375,0.3
1,4,3,-0.45,-3.8200000000000003,184.0,3.7,1.0,0.65
1,4,4,-0.6099999999999998,-3.71,200.0,3.8600000000000003,1.0,0.3
1,4,5,-0.6,-3.5799999999999996,183.0,2.99,2.5,0.55
1,4,6,-0.6900000000000001,-3.47,203.0,3.1300000000000003,2.0,0.9
1,4,7,-0.9199999999999999,-3.7900000000000005,198.0,4.12,2.4,0.9
1,4,8,-0.8800000000000001,-3.66,210.0,4.01,2.4,0.7999999999999999
1,4,9,-1.1599999999999997,-3.8899999999999997,210.0,4.840000000000001,3.2,0.65
1,4,10,0.5000000000000001,-3.475,187.5,4.3125,0.0,0.3
1,4,11,-0.8888888888888887,-4.777777777777778,193.33333333333334,4.633333333333334,2.4,0.5
1,4,12,-1.35,-5.359999999999999,178.0,4.630000000000001,2.4,0.8
1,4,13,-1.5,-5.4,220.0,4.15,2.0,0.9666666666666667
1,4,14,-1.3,-5.46,228.0,5.470000000000001,3.5714285714285716,1.3
1,4,15,0.5666666666666667,-4.377777777777777,218.88888888888889,4.122222222222223,0.8,0.9
1,4,16,0.5,-6.790000000000001,248.0,4.83,2.0,0.3
1,4,17,0.33999999999999997,-6.470000000000001,227.0,5.680000000000001,2.0,0.3
1,4,18,0.7400000000000002,-6.34,238.0,7.1,2.6666666666666665,0.4
1,4,19,1.04,-6.279999999999999,245.0,6.130000000000001,2.2857142857142856,1.5
1,4,20,2.1222222222222222,-5.566666666666666,222.22222222222223,5.9,1.5714285714285714,
1,4,21,0.7100000000000001,-6.35,256.0,5.78,2.2857142857142856,1.3
1,4,22,-0.020000000000000108,-6.94,261.0,6.220000000000001,1.7142857142857142,1.0
1,4,23,-1.0799999999999998,-6.83,241.0,6.95,1.7142857142857142,0.3
1,5,0,-1.55,-7.460000000000001,246.0,5.510000000000001,2.0,1.0
1,5,1,-1.8599999999999999,-7.220000000000001,231.0,5.21,2.5,
1,5,2,-1.6600000000000001,-7.05,260.0,6.69,2.2857142857142856,
1,5,3,-2.44,-7.4799999999999995,285.0,8.39,2.0,2.3000000000000003
1,5,4,-2.76,-7.19,291.0,7.94,1.7142857142857142,
1,5,5,-2.93,-7.38,248.0,7.460000000000001,2.0,
1,5,6,-3.12,-7.17,287.0,9.22,1.3333333333333333,
1,5,7,-3.21,-6.88,235.0,8.23,1.3333333333333333,
1,5,8,-3.5100000000000002,-7.15,235.0,8.65,1.3333333333333333,
1,5,9,-3.55,-6.94,287.0,8.6,1.3333333333333333,
1,5,10,-3.1444444444444444,-6.288888888888889,247.77777777777777,8.055555555555555,0.6666666666666666,
1,5,11,-3.87,-7.07,266.0,7.3,1.6,
1,5,12,-3.84,-7.35,266.0,7.15,2.5,
1,5,13,-3.71,-7.82,257.0,7.2700000000000005,1.3333333333333333,
1,5,14,-3.41,-7.640000000000001,218.0,6.25,3.0,
1,5,15,-2.71,-8.34,203.0,4.630000000000001,1.1428571428571428,
1,5,16,-1.37,-8.65,217.0,5.98,1.5,0.3
1,5,17,-0.4599999999999998,-8.9,244.0,5.680000000000001,1.1428571428571428,
1,5,18,1.1222222222222222,-8.68888888888889,235.55555555555554,5.6000000000000005,0.0,
1,5,19,0.8400000000000002,-10.080000000000002,246.0,5.61,1.1428571428571428,
1,5,20,1.1700000000000002,-8.75,218.0,4.680000000000001,1.1428571428571428,
1,5,21,1.688888888888889,-8.433333333333334,160.0,4.2444444444444445,0.0,
1,5,22,0.040000000000000126,-8.620000000000001,204.0,4.5200000000000005,1.1428571428571428,
1,5,23,-0.7699999999999999,-8.73,183.0,3.96,2.5,
1,6,0,-1.3800000000000001,-8.64,202.0,3.13,1.7142857142857142,
1,6,1,-1.9444444444444444,-8.355555555555556,184.44444444444446,2.744444444444445,1.7142857142857142,
1,6,2,-1.5199999999999998,-8.42,199.0,2.93,1.7142857142857142,
1,6,3,-1.35,-7.95,128.75,2.5625,1.6,
1,6,4,-2.0599999999999996,-8.14,191.0,4.01,1.1428571428571428,
1,6,5,-2.25,-7.970000000000001,194.0,5.66,2.2857142857142856,
1,6,6,-2.41,-7.7,197.0,4.78,1.7142857142857142,0.3
1,6,7,-2.4899999999999998,-7.220000000000001,195.0,4.78,1.3333333333333333,0.5
1,6,8,-2.2199999999999998,-7.2,233.0,4.58,1.5,1.3
1,6,9,-2.59,-7.25,226.0,5.65,1.7777777777777777,0.3
1,6,10,-2.1555555555555554,-6.433333333333334,226.66666666666666,5.133333333333334,0.0,
1,6,11,-3.1399999999999997,-7.159999999999999,233.0,5.82,2.142857142857143,
1,6,12,-3.4,-7.32,234.0,5.71,2.142857142857143,
1,6,13,-3.63,-7.380000000000001,207.0,5.66,2.7142857142857144,
1,6,14,-3.1399999999999997,-7.63,236.0,6.07,2.142857142857143,
1,6,15,-2.3400000000000003,-7.859999999999999,236.0,5.7700000000000005,2.625,
1,6,16,-0.14444444444444451,-8.466666666666667,228.88888888888889,5.655555555555556,2.4285714285714284,
1,6,17,-0.8666666666666667,-10.377777777777778,273.3333333333333,7.622222222222224,3.625,
1,6,18,0.23749999999999993,-9.55,273.75,6.375,1.4,
1,6,19,0.8800000000000001,-9.610000000000001,273.0,6.28,0.5714285714285714,
1,6,20,0.30000000000000016,-10.3,271.25,6.05,0.0,
1,6,21,0.44000000000000006,-10.09,246.0,5.15,1.1428571428571428,
1,6,22,-0.6299999999999999,-11.15,245.0,4.84,1.5,
1,6,23,-3.5555555555555554,-11.155555555555557,198.88888888888889,4.355555555555556,1.1428571428571428,
1,7,0,-4.511111111111111,-10.822222222222223,161.11111111111111,4.800000000000001,2.375,
1,7,1,-5.077777777777778,-10.411111111111111,164.44444444444446,4.188888888888889,0.0,
1,7,2,-5.688888888888889,-10.366666666666667,162.22222222222223,4.811111111111112,1.0,0.3
1,7,3,-5.35,-9.4,147.0,4.630000000000001,1.2222222222222223,
1,7,4,-4.555555555555555,-9.11111111111111,173.33333333333334,5.0,1.5714285714285714,0.3
1,7,5,-4.533333333333333,-9.2,160.0,4.988888888888889,1.8571428571428572,0.5
1,7,6,-4.9,-8.477777777777778,150.0,4.9222222222222225,0.5714285714285714,1.0
1,7,7,-4.766666666666667,-8.322222222222223,132.22222222222223,5.333333333333333,0.6666666666666666,1.0
1,7,8,-4.9222222222222225,-8.244444444444445,133.33333333333334,4.800000000000001,1.8571428571428572,1.5
1,7,9,-5.111111111111111,-8.322222222222223,172.22222222222223,4.0,0.5714285714285714,0.8
1,7,10,-5.0888888888888895,-8.455555555555556,162.22222222222223,5.022222222222222,1.0,
1,7,11,-5.155555555555556,-8.811111111111112,160.0,4.411111111111111,1.1666666666666667,
1,7,12,-5.4,-9.0,164.44444444444446,4.0,1.1666666666666667,0.3
1,7,13,-5.811111111111111,-8.61111111111111,161.11111111111111,4.233333333333333,1.1666666666666667,1.0
1,7,14,-5.111111111111111,-8.61111111111111,164.44444444444446,3.8333333333333335,1.3333333333333333,
1,7,15,-3.822222222222222,-8.277777777777779,166.66666666666666,3.2,2.0,
1,7,16,-1.8777777777777775,-7.688888888888887,194.44444444444446,4.977777777777778,2.4285714285714284,0.3
1,7,17,-0.4111111111111112,-7.166666666666667,184.44444444444446,5.655555555555556,0.6666666666666666,
1,7,18,-0.1444444444444443,-7.3999999999999995,227.77777777777777,6.688888888888889,0.5714285714285714,
1,7,19,0.15555555555555559,-8.133333333333333,220.0,6.188888888888889,1.0,
1,7,20,0.6222222222222222,-7.866666666666666,214.44444444444446,4.5888888888888895,1.375,
1,7,21,-0.09999999999999984,-8.244444444444445,208.88888888888889,4.455555555555556,1.5,
1,7,22,-0.9222222222222223,-8.38888888888889,213.33333333333334,3.9000000000000004,1.0,
1,7,23,-2.155555555555556,-7.944444444444445,175.55555555555554,3.155555555555556,1.0,
1,8,0,-2.5700000000000003,-8.709999999999999,149.0,3.4400000000000004,1.875,
1,8,1,-3.7777777777777777,-8.077777777777778,160.0,3.155555555555556,0.5714285714285714,
1,8,2,-4.177777777777778,-8.88888888888889,134.44444444444446,2.977777777777778,1.0,
1,8,3,-4.566666666666666,-8.544444444444444,132.22222222222223,3.2111111111111112,1.1428571428571428,
1,8,4,-4.800000000000001,-8.911111111111111,134.44444444444446,3.2555555555555555,1.1428571428571428,0.3
1,8,5,-5.111111111111112,-8.88888888888889,157.77777777777777,3.8333333333333335,1.5714285714285714,
1,8,6,-5.177777777777778,-8.766666666666667,165.55555555555554,4.111111111111111,1.0,
1,8,7,-5.133333333333334,-8.433333333333334,134.44444444444446,3.6000000000000005,0.0,
1,8,8,-5.166666666666667,-8.466666666666667,166.66666666666666,2.5,1.5714285714285714,
1,8,9,-5.177777777777777,-8.61111111111111,167.77777777777777,2.2222222222222223,2.3333333333333335,
1,8,10,-4.966666666666667,-8.566666666666668,128.88888888888889,2.7333333333333334,0.6666666666666666,
1,8,11,-5.2333333333333325,-8.366666666666667,97.77777777777777,2.7555555555555555,2.2857142857142856,
1,8,12,-5.522222222222222,-8.211111111111112,96.66666666666667,2.6333333333333337,1.3333333333333333,
1,8,13,-5.5,-8.5,120.0,2.577777777777778,2.2857142857142856,
1,8,14,-4.233333333333333,-7.888888888888889,100.0,2.8000000000000003,0.5714285714285714,
1,8,15,-1.2000000000000002,-7.022222222222222,190.0,4.0,1.375,0.5
1,8,16,1.166666666666667,-6.7555555555555555,180.0,3.888888888888889,1.7142857142857142,
1,8,17,2.422222222222222,-6.055555555555555,158.88888888888889,3.9000000000000004,1.1428571428571428,0.5
1,8,18,3.4000000000000004,-4.7,205.55555555555554,4.533333333333333,2.5,
1,8,19,3.677777777777778,-4.433333333333334,192.22222222222223,3.888888888888889,1.5714285714285714,
1,8,20,3.7666666666666666,-4.366666666666666,155.55555555555554,3.4222222222222225,1.3333333333333333,0.3
1,8,21,3.466666666666667,-3.9444444444444438,176.66666666666666,3.9555555555555557,2.0,0.3
1,8,22,2.611111111111111,-4.2666666666666675,163.33333333333334,3.1,1.7142857142857142,
1,8,23,1.4777777777777776,-4.6000000000000005,143.33333333333334,2.8000000000000003,1.0,
1,9,0,0.5444444444444442,-4.255555555555556,128.88888888888889,2.5222222222222226,1.0,
1,9,1,0.18888888888888897,-4.4,126.66666666666667,2.8000000000000003,1.1428571428571428,
1,9,2,-0.2333333333333331,-4.466666666666667,114.44444444444444,2.8000000000000003,1.1428571428571428,
1,9,3,-0.7666666666666666,-4.544444444444444,82.22222222222223,1.8888888888888888,1.7142857142857142,
1,9,4,-0.9222222222222223,-5.388888888888889,93.33333333333333,1.9555555555555557,2.5,
1,9,5,-0.4555555555555557,-5.2444444444444445,142.22222222222223,3.0222222222222226,1.3333333333333333,
1,9,6,-0.6111111111111113,-5.477777777777778,133.33333333333334,2.7333333333333334,2.0,
1,9,7,-0.7444444444444446,-5.422222222222222,92.22222222222223,2.1222222222222222,3.8333333333333335,
1,9,8,-0.7666666666666666,-5.9222222222222225,94.44444444444444,2.111111111111111,3.3333333333333335,
1,9,9,-1.2000000000000002,-5.7,94.44444444444444,2.111111111111111,2.857142857142857,
1,9,10,-1.5666666666666669,-5.622222222222223,98.88888888888889,2.977777777777778,2.0,
1,9,11,-1.8444444444444446,-5.511111111111111,97.77777777777777,2.8000000000000003,2.2857142857142856,
1,9,12,-2.011111111111111,-5.544444444444444,97.77777777777777,2.9111111111111114,1.7142857142857142,
1,9,13,-2.0222222222222226,-5.666666666666667,116.66666666666667,3.377777777777778,2.4,
1,9,14,-1.3222222222222224,-5.088888888888889,123.33333333333333,3.933333333333334,2.0,0.5
1,9,15,0.7000000000000001,-3.8777777777777778,120.0,3.822222222222223,2.0,1.0
1,9,16,2.7111111111111112,-3.6555555555555563,123.33333333333333,3.8333333333333335,2.0,
1,9,17,3.4000000000000004,-3.7666666666666666,148.88888888888889,4.4,1.7142857142857142,
1,9,18,3.9777777777777774,-3.4555555555555557,175.55555555555554,3.888888888888889,1.3333333333333333,
1,9,19,4.322222222222223,-3.522222222222222,170.0,4.344444444444445,1.4,
1,9,20,4.755555555555556,-3.4777777777777774,176.66666666666666,4.466666666666667,2.7142857142857144,0.3
1,9,21,4.177777777777778,-3.3666666666666667,154.44444444444446,4.0,1.7142857142857142,
1,9,22,2.23,-4.29,212.0,4.99,2.5,0.5
1,9,23,2.566666666666667,-3.2333333333333334,133.33333333333334,3.255555555555556,1.7142857142857142,3.0
1,10,0,2.1666666666666665,-3.3444444444444446,160.0,4.222222222222222,2.857142857142857,2.3000000000000003
1,10,1,1.7000000000000002,-3.1222222222222222,127.77777777777777,4.355555555555556,3.4285714285714284,2.3000000000000003
1,10,2,1.7444444444444447,-2.7666666666666666,142.22222222222223,4.4,3.3333333333333335,1.8
1,10,3,1.6111111111111112,-2.755555555555555,144.44444444444446,4.066666666666666,4.0,0.3
1,10,4,1.5,-2.7111111111111112,145.55555555555554,4.111111111111111,3.8,0.5
1,10,5,1.5444444444444445,-2.5444444444444443,163.33333333333334,5.199999999999999,4.0,0.5
1,10,6,1.1888888888888889,-2.466666666666667,150.0,5.2666666666666675,4.0,0.3
1,10,7,1.25,-2.8000000000000003,192.5,5.4,3.2,2.8000000000000003
1,10,8,-0.26249999999999984,-4.2,113.75,4.0,1.4,0.8
1,10,9,0.711111111111111,-2.155555555555556,133.33333333333334,3.7111111111111117,4.0,0.3
1,10,10,0.6,-2.1777777777777776,101.11111111111111,1.9444444444444444,3.4285714285714284,1.5
1,10,11,0.28888888888888886,-2.0777777777777775,133.33333333333334,2.1222222222222222,4.142857142857143,
1,10,12,0.02222222222222234,-1.9111111111111105,164.44444444444446,2.566666666666667,2.6666666666666665,0.5
1,10,13,0.31111111111111117,-1.7666666666666666,131.11111111111111,1.7222222222222223,3.3333333333333335,2.0
1,10,14,-0.4299999999999998,-3.25,163.0,3.66,3.3333333333333335,0.4
1,10,15,0.8099999999999999,-3.08,158.0,3.6,2.1666666666666665,0.3
1,10,16,2.3,-2.86,159.0,3.6,2.625,0.3
1,10,17,4.45,-2.4250000000000003,183.33333333333334,4.166666666666667,3.0,0.3
1,10,18,3.44,-3.4900000000000007,190.0,3.9300000000000006,1.3333333333333333,0.8
1,10,19,4.633333333333334,-2.8111111111111113,202.22222222222223,4.066666666666666,2.2857142857142856,0.3
1,10,20,4.566666666666666,-2.0444444444444443,163.33333333333334,3.5444444444444447,2.0,
1,10,21,4.277777777777778,-2.2,151.11111111111111,3.311111111111112,2.4,
1,10,22,4.055555555555555,-2.0,140.0,2.6444444444444444,2.4,
1,10,23,3.1888888888888887,-1.8555555555555554,106.66666666666667,2.977777777777778,2.4,
1,11,0,2.6999999999999997,-2.211111111111111,95.55555555555556,2.466666666666667,1.6,
1,11,1,2.2222222222222223,-1.6333333333333333,152.22222222222223,3.488888888888889,3.1666666666666665,0.3
1,11,2,2.211111111111111,-1.7666666666666666,120.0,3.3111111111111113,4.142857142857143,0.3
1,11,3,1.8777777777777775,-1.8444444444444446,116.66666666666667,2.855555555555556,3.1666666666666665,0.8
1,11,4,1.6666666666666667,-1.7555555555555555,122.22222222222223,2.744444444444445,4.833333333333333,0.9
1,11,5,1.2777777777777777,-1.711111111111111,120.0,2.3444444444444446,3.75,0.4
1,11,6,1.3444444444444443,-0.7444444444444441,137.77777777777777,3.333333333333334,3.3333333333333335,0.3
1,11,7,1.0333333333333334,-0.6777777777777779,91.11111111111111,2.466666666666667,3.4285714285714284,0.8666666666666667
1,11,8,0.9666666666666666,-0.6555555555555556,87.77777777777777,1.588888888888889,2.857142857142857,0.7000000000000001
1,11,9,1.0222222222222224,-0.5222222222222221,63.333333333333336,1.488888888888889,4.142857142857143,1.8
1,11,10,1.3666666666666667,-0.24444444444444435,107.77777777777777,1.7666666666666668,3.2,1.2
1,11,11,1.4666666666666668,-0.22222222222222182,108.88888888888889,1.5333333333333334,2.6666666666666665,2.033333333333333
1,11,12,0.57,-1.9100000000000001,89.0,1.28,2.0,1.45
1,11,13,1.422222222222222,-0.46666666666666656,58.888888888888886,1.0222222222222221,4.166666666666667,1.475
1,11,14,1.966666666666667,-0.07777777777777731,94.44444444444444,1.2000000000000002,4.166666666666667,1.5
1,11,15,3.322222222222222,0.07777777777777789,103.33333333333333,1.822222222222222,4.166666666666667,2.475
1,11,16,4.877777777777777,0.4111111111111112,101.11111111111111,1.7777777777777777,3.2,3.625
1,11,17,6.344444444444445,0.31111111111111117,133.33333333333334,2.9777777777777783,2.6666666666666665,1.775
1,11,18,6.35,-1.44,170.0,2.6700000000000004,2.857142857142857,2.6750000000000003
1,11,19,6.65,-0.49000000000000005,154.0,2.41,2.5,4.800000000000001
1,11,20,6.909999999999999,-0.5399999999999998,163.0,2.7800000000000002,2.375,3.1333333333333333
1,11,21,6.9222222222222225,1.1333333333333337,127.77777777777777,2.066666666666667,2.2857142857142856,4.3999999999999995
1,11,22,6.7555555555555555,1.633333333333333,118.88888888888889,2.0555555555555554,1.7142857142857142,5.45
1,11,23,6.422222222222222,1.677777777777778,158.88888888888889,2.2777777777777777,1.3333333333333333,5.45
1,12,0,5.155555555555556,0.11111111111111151,127.77777777777777,2.3,1.6,3.2
1,12,1,5.7555555555555555,3.011111111111111,122.22222222222223,2.3555555555555556,2.6666666666666665,8.65
1,12,2,4.35,1.54,166.0,2.73,4.0,7.966666666666666
1,12,3,4.7299999999999995,2.0,114.0,2.1100000000000003,3.3333333333333335,4.433333333333334
1,12,4,4.92,2.09,120.0,2.43,3.4285714285714284,1.3666666666666665
1,12,5,4.49,2.1300000000000003,108.0,2.57,2.6666666666666665,3.3000000000000003
1,12,6,4.76,2.5,112.0,3.44,3.8333333333333335,2.8000000000000003
1,12,7,4.7700000000000005,2.22,149.0,3.8600000000000003,3.2857142857142856,1.65
1,12,8,4.08,2.02,167.0,3.81,3.857142857142857,2.45
1,12,9,3.8600000000000003,1.9700000000000002,150.0,4.0200000000000005,2.7142857142857144,3.6
1,12,10,3.7,1.75,158.0,3.2400000000000007,3.7142857142857144,2.8000000000000003
1,12,11,3.6700000000000004,1.9,174.0,2.93,3.857142857142857,4.1000000000000005
1,12,12,4.01,2.1,185.0,3.25,3.4285714285714284,
1,12,13,4.35,1.65,175.0,2.48,4.0,
1,12,14,4.811111111111111,1.0222222222222221,198.88888888888889,2.966666666666667,3.3333333333333335,1.5
1,12,15,6.0,2.35,210.0,3.9200000000000004,4.0,0.5
1,12,16,6.7,2.64,167.0,2.6700000000000004,3.3333333333333335,0.3
1,12,17,7.709999999999999,2.6,196.0,3.55,4.428571428571429,2.0
1,12,18,9.988888888888889,3.0777777777777775,210.0,3.533333333333333,1.75,
1,12,19,8.65,2.1599999999999997,189.0,4.16,4.571428571428571,1.4
1,12,20,8.57,1.8499999999999996,173.0,3.71,4.5,0.55
1,12,21,9.31111111111111,3.566666666666667,172.22222222222223,3.3222222222222224,3.0,2.5
1,12,22,7.390000000000001,1.8199999999999998,164.0,3.46,3.3333333333333335,4.45
1,12,23,6.3100000000000005,1.6,181.0,3.7700000000000005,1.7142857142857142,2.8000000000000003
1,13,0,6.111111111111111,2.9555555555555557,114.44444444444444,2.9111111111111114,2.2857142857142856,0.65
1,13,1,4.59,1.6,153.0,3.1900000000000004,2.857142857142857,2.1500000000000004
1,13,2,3.28,1.25,169.0,3.71,2.857142857142857,1.75
1,13,3,2.3899999999999997,0.54,194.0,4.220000000000001,2.0,1.0
1,13,4,1.6700000000000004,-0.8199999999999997,159.0,4.58,2.857142857142857,1.5
1,13,5,1.83,-0.4099999999999996,166.0,4.83,3.3333333333333335,2.3000000000000003
1,13,6,1.4,-1.2,187.0,4.11,2.5,1.3
1,13,7,2.033333333333333,-0.3333333333333334,187.77777777777777,3.877777777777778,3.2,2.0
1,13,8,2.011111111111111,-0.3444444444444445,193.33333333333334,3.8333333333333335,3.0,3.8
1,13,9,1.7444444444444445,-0.4999999999999999,181.11111111111111,4.511111111111111,4.0,1.0
1,13,10,1.4888888888888887,-0.5777777777777778,164.44444444444446,4.111111111111111,2.4,
1,13,11,2.3125,1.1,168.75,4.5,4.6,
1,13,12,1.0999999999999999,-1.0222222222222226,181.11111111111111,3.7222222222222223,2.857142857142857,
1,13,13,-0.11000000000000006,-2.33,142.0,3.6,2.4,
1,13,14,0.09000000000000004,-2.33,120.0,3.6,2.4285714285714284,
1,13,15,1.35,-1.9300000000000002,123.0,3.35,2.4,
1,13,16,3.2333333333333334,-1.2555555555555555,166.66666666666666,3.6222222222222222,3.0,
1,13,17,3.8777777777777778,-1.911111111111111,182.22222222222223,4.522222222222222,3.4,
1,13,18,3.855555555555556,-1.7777777777777777,180.0,4.588888888888889,2.2,
1,13,19,4.277777777777778,-1.8888888888888888,185.55555555555554,4.344444444444445,2.75,
1,13,20,4.577777777777778,-1.722222222222222,173.33333333333334,3.255555555555556,4.666666666666667,
1,13,21,4.455555555555556,-2.0888888888888886,152.22222222222223,3.388888888888889,4.833333333333333,
1,13,22,4.1899999999999995,-3.21,139.0,3.14,4.666666666666667,
1,13,23,3.04,-2.3300000000000005,119.0,3.0800000000000005,3.5555555555555554,
1,14,0,2.7333333333333334,-1.5333333333333334,183.33333333333334,2.788888888888889,1.8571428571428572,
1,14,1,2.04,-2.11,125.0,2.63,1.1428571428571428,0.5
1,14,2,1.8399999999999999,-1.9200000000000004,130.0,2.43,1.1428571428571428,
1,14,3,1.7899999999999998,-2.27,162.0,3.4400000000000004,2.5,
1,14,4,1.9222222222222223,-1.0333333333333334,152.22222222222223,3.5444444444444447,3.8333333333333335,
1,14,5,1.9299999999999997,-2.0599999999999996,118.0,2.5200000000000005,3.3333333333333335,
1,14,6,0.6625000000000001,-2.025,141.11111111111111,3.2,3.75,
